@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute poverty numeric
@attribute population numeric
@attribute per_capita_income numeric
@attribute num_of_death numeric
@attribute num_of_birth numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
2123,OK,10.4,22286,31544,310,596,cluster4
2124,CA,12.48,488116,60792,7005,29162,cluster8
2125,TX,10.9,18339,43248,459,404,cluster4
2126,IA,12.7,13928,44209,241,562,cluster4
2127,OH,5.8,28117,40250,335,488,cluster4
2128,AK,8.94,8952,61956,157,390,cluster8
2129,TX,12.7,27567,39595,262,1289,cluster4
2130,TX,15.8,6293,37454,37,114,cluster7
2131,OK,23.2,11205,30604,247,559,cluster3
2132,ND,16.7,5173,40157,49,101,cluster7
2133,SC,22.1,23221,35533,521,966,cluster3
2134,OK,11.31,3695,43198,39,216,cluster4
2135,VA,14.48,6636,32855,138,318,cluster4
2136,KY,27.8,23629,24081,215,1155,cluster3
2137,NY,9.34,62550,53500,1294,3196,cluster6
2138,OH,14.6,91137,39580,928,1952,cluster4
2139,VA,13.9,11972,36901,280,619,cluster4
2140,VA,12.09,22375,42567,306,993,cluster4
2141,MS,16.43,139901,47672,1039,7679,cluster1
2142,VA,12.79,136401,48656,1909,7063,cluster6
2143,TX,17.43,38266,38860,513,1981,cluster7
2144,IN,15.24,21310,38572,524,571,cluster4
2145,CO,15,1940,40511,16,31,cluster1
2146,UT,12.5,1090,50911,17,53,cluster6
2147,MS,20.48,22143,33701,405,786,cluster7
2148,CT,6.4,933835,79536,4956,48183,cluster5
2149,GA,30.2,15403,32176,81,824,cluster0
2150,SD,34.3,2439,38211,25,58,cluster0
2151,KY,21.18,10073,29852,247,493,cluster7
2152,KY,27.9,6220,28459,94,230,cluster3
2153,MI,17.9,63097,41205,485,1507,cluster7
2154,KS,9.63,34846,50958,715,1193,cluster6
2155,IN,12.1,27921,41598,317,826,cluster4
2156,GA,18,2801,36433,33,104,cluster7
2157,SD,11.6,7068,45436,64,194,cluster6
2158,MO,14.36,23468,38478,234,460,cluster4
2159,WI,16.7,9605,38735,109,220,cluster7
2160,ND,9.9,3699,47456,24,188,cluster6
2161,TN,19.4,18738,35322,233,367,cluster7
2162,WA,9.47,78971,58179,605,1588,cluster8
2163,OK,19.56,42341,36080,662,929,cluster7
2164,IN,13,26004,56159,232,1301,cluster8
2165,KY,17.72,26792,39304,165,1297,cluster7
2166,MN,6.8,15476,53261,316,698,cluster6
2167,IA,7.3,12017,45083,230,613,cluster6
2168,LA,29.4,6702,50016,124,274,cluster2
2169,KY,14.15,107456,47423,593,1773,cluster1
2170,IN,16.8,8613,47520,97,416,cluster1
2171,UT,8,4625,42668,40,77,cluster6
2172,IN,17.36,108182,39173,1824,2304,cluster7
2173,IA,11.8,36602,51723,644,948,cluster6
2174,OH,10.2,54734,49926,497,1296,cluster6
2175,ME,15.29,153786,41199,2031,2797,cluster1
2176,GA,30.5,8423,33430,204,318,cluster0
2177,GA,22,41211,36326,430,982,cluster3
2178,VA,15.5,17823,48883,273,749,cluster1
2179,KY,19.67,84188,40034,1268,3363,cluster7
2180,KY,17.8,37544,39280,664,1547,cluster7
2181,NY,7.4,18514,46983,298,760,cluster6
2182,OK,15.7,39625,38216,544,1215,cluster7
2183,KY,22.43,2229,35504,44,121,cluster3
2184,MI,20.29,171302,38482,3726,2622,cluster7
2185,CA,19.7,220266,39208,3919,7319,cluster7
2186,OR,17.17,66299,36765,1428,1399,cluster7
2187,NM,37.7,20309,38896,112,598,cluster0
2188,KS,14.4,16142,46706,120,820,cluster1
2189,GA,29,28577,51941,374,463,cluster2
2190,TN,31.8,13650,27915,258,247,cluster0
2191,UT,8.82,59326,61719,922,2109,cluster8
2192,MT,17.7,3944,36144,56,152,cluster7
2193,VA,13.45,6818,41654,114,347,cluster4
2194,TX,21.9,8031,49582,76,123,cluster2
2195,NJ,4,644105,80462,5233,11634,cluster5
2196,OK,18.5,85654,56107,1155,2939,cluster2
2197,CO,24.53,6228,30746,114,151,cluster3
2198,AR,15.8,18544,35080,193,397,cluster7
2199,LA,16.3,52217,39444,1152,1356,cluster7
2200,IL,9.78,34280,48632,439,1785,cluster6
2201,MI,13.1,424043,39271,4773,10906,cluster4
2202,KS,10.3,3031,49526,36,50,cluster6
2203,TX,12.07,59833,55118,1432,2506,cluster6
2204,GA,18.94,39557,36230,506,996,cluster7
2205,MN,13.2,18771,50149,324,954,cluster6
2206,IA,10,71967,73052,1645,1979,cluster8
2207,TX,24.6,13162,34251,137,645,cluster3
2208,AR,17.91,13419,31245,290,425,cluster7
2209,MT,12.8,2392,35414,14,73,cluster4
2210,PA,15,38085,42819,329,1728,cluster1
2211,TX,26.9,1863,32643,18,33,cluster3
2212,TX,11.7,36196,73031,241,927,cluster8
2213,ND,11.4,8072,51218,49,209,cluster6
2214,AL,17.57,50044,41568,481,749,cluster7
2215,IL,17,16434,51794,235,422,cluster1
2216,MN,16.9,13269,36412,191,210,cluster7
2217,GA,21.4,103359,39860,949,3413,cluster7
2218,MO,15.62,9260,40035,210,428,cluster1
2219,VA,13.43,15378,39997,371,308,cluster4
2220,KY,16,18029,30177,138,487,cluster7
2221,NM,22,4705,26455,85,79,cluster3
2222,WI,13.6,13425,44088,223,675,cluster1
2223,IL,10.24,35467,48388,279,1266,cluster6
2224,TX,12.68,24732,44862,194,468,cluster6
2225,AK,15.4,9643,69138,105,247,cluster8
2226,VA,19,146294,80942,3340,6555,cluster5
2227,NY,11.5,1357429,90294,27763,57590,cluster5
2228,MI,16.8,8604,38819,105,179,cluster7
2229,GA,16.8,10268,30451,106,467,cluster7
2230,WV,13.29,17535,40762,121,681,cluster4
2231,NE,15.8,2881,37852,27,82,cluster7
2232,IN,20.25,911296,39957,20956,21855,cluster7
2233,TX,13.04,3305,37441,47,83,cluster4
2234,MO,31.02,18174,26647,368,500,cluster0
2235,CA,17.53,2065377,51017,14367,51258,cluster9
2236,ID,14.98,4333,44234,102,179,cluster1
2237,PA,10.6,27808,46899,652,712,cluster6
2238,IA,11.3,9153,46295,111,204,cluster6
2239,OH,12.73,28064,48859,323,640,cluster6
2240,OK,11.3,74098,52717,826,4070,cluster6
2241,VA,23.3,8884,57051,153,414,cluster2
2242,CA,13.72,18478,44928,184,654,cluster1
2243,KY,29.59,39207,28459,734,1801,cluster3
2244,VA,14.4,24070,37970,287,394,cluster4
2245,MN,8.9,6455,41375,112,127,cluster4
2246,MI,20.1,58990,55522,1470,1652,cluster2
2247,MS,27.4,37164,35583,824,1074,cluster3
2248,CO,17.1,11956,37472,211,509,cluster7
2249,IL,14.1,4258,36576,33,86,cluster4
2250,GA,17.6,64708,38451,669,973,cluster7
2251,KY,21.9,20090,39028,463,979,cluster7
2252,GA,18.9,96177,38523,1468,1684,cluster7
2253,KY,16.1,83258,41945,1438,3015,cluster1
2254,TX,24.8,18961,35193,320,685,cluster3
2255,KS,9.08,4910,49066,94,79,cluster6
2256,NE,9.7,2054,37835,11,60,cluster4
2257,FL,23.8,24892,36560,306,702,cluster3
2258,MI,12.23,347962,56789,3407,8062,cluster8
2259,AL,20.01,13911,34534,310,606,cluster7
2260,SD,49.1,14589,65142,123,363,cluster0
2261,GA,27.65,5721,30946,66,176,cluster3
2262,MS,26.6,79099,34199,867,1209,cluster3
2263,WA,19.2,29854,47398,321,765,cluster1
2264,IA,15,20631,50372,182,502,cluster1
2265,TX,11.9,32940,39022,348,786,cluster4
2266,MI,22,24672,39319,476,1122,cluster7
2267,MT,16,1748,31851,15,96,cluster7
2268,MT,28.8,16632,39678,145,298,cluster3
2269,IA,10.13,15396,46294,322,531,cluster6
2270,TN,15.6,26258,31883,318,411,cluster7
2271,SC,22.47,38611,32963,399,1124,cluster3
2272,MO,14.1,269630,38059,3082,8417,cluster4
2273,GA,8.8,12240,41593,90,559,cluster4
2274,MI,12.56,8808,38119,188,209,cluster4
2275,AL,20.1,14083,33648,207,739,cluster7
2276,NC,15.8,46783,42272,468,1216,cluster1
2277,TX,19.87,45579,41236,670,1340,cluster7
2278,IL,21.8,32537,40487,479,1522,cluster7
2279,UT,25.2,36969,74535,246,678,cluster2
2280,GA,21.56,13422,31582,279,261,cluster3
2281,TX,20.1,2307,43065,55,94,cluster7
2282,OK,23.4,2906,28570,63,51,cluster3
2283,MO,6.1,63884,35630,983,3172,cluster4
2284,GA,19.9,7327,28497,52,282,cluster7
2285,TN,30.61,6737,25297,113,216,cluster0
2286,MI,10.5,9476,34336,57,497,cluster4
2287,NM,13.21,704,32983,12,22,cluster4
2288,WA,20.29,102478,43611,1193,5437,cluster7
2289,TX,18.34,6984,33780,106,286,cluster7
2290,CO,19.6,23469,60506,215,592,cluster2
2291,MN,16.64,200255,44475,3419,6352,cluster1
2292,KY,14.3,5048,38075,28,108,cluster4
2293,TX,19.08,21442,43339,418,456,cluster7
2294,NE,8.9,7306,36343,73,159,cluster4
2295,CO,12.2,263691,55332,4515,5311,cluster8
2296,AZ,27.27,107398,32425,929,3962,cluster3
2297,GA,29.4,8284,28693,155,238,cluster3
2298,UT,6.1,10341,51823,253,400,cluster6
2299,MI,13.6,9541,38916,114,521,cluster4
2300,MI,13.7,21899,55149,407,624,cluster6
2301,OH,18,84884,40485,882,3324,cluster7
2302,WI,14.5,51665,47121,811,1688,cluster1
2303,MA,12.8,71778,49361,1193,3217,cluster6
2304,GA,25.9,3142,35637,72,118,cluster3
2305,ID,27.4,7758,36797,39,333,cluster3
2306,MO,15.4,168535,45885,1541,7277,cluster1
2307,SD,12.3,1953,37924,39,51,cluster4
2308,CA,13.5,37876,49516,438,576,cluster6
2309,FL,15.14,97376,47095,531,3372,cluster1
2310,VA,13.86,11205,42550,205,175,cluster4
2311,AR,24.3,127304,38730,1417,4841,cluster3
2312,MS,25.8,36900,35443,438,1823,cluster3
2313,CA,19.7,61138,38188,1015,2778,cluster7
2314,SC,33.1,90112,32699,1094,1509,cluster0
2315,TX,19.9,22978,43131,250,1216,cluster7
2316,NV,9.3,1707,58391,31,93,cluster8
2317,GA,29.46,2464,28621,40,96,cluster3
2318,WY,9.54,7108,53313,74,318,cluster6
2319,ID,18.79,22682,39454,524,1010,cluster7
2320,MT,10.5,11408,33598,128,220,cluster4
2321,MT,23.9,16366,41194,175,540,cluster3
2322,AL,13.22,85369,46760,1532,2226,cluster1
2323,ND,11.13,5317,47501,125,145,cluster6
2324,LA,24.8,22726,41386,568,1279,cluster3
2325,KY,14.48,9531,38724,155,162,cluster4
2326,MD,6.8,101696,62443,556,3538,cluster8
2327,IL,14.7,5430,38126,99,152,cluster4
2328,MD,13.7,108987,85478,2026,4540,cluster5
2329,KY,19.2,43550,43330,883,1387,cluster7
2330,WI,9.1,4340,33925,59,129,cluster4
2331,WI,9.5,87335,50996,913,1523,cluster6
2332,CO,8.5,644964,55312,6082,11013,cluster8
2333,MA,21,730932,49033,5465,13115,cluster2
2334,HI,21.1,907574,67519,6840,14964,cluster2
2335,MT,18.7,89624,42278,996,3715,cluster7
2336,WY,14.6,33979,40430,483,1675,cluster4
2337,WI,11.9,168794,51740,3334,4968,cluster6
2338,TX,12.89,3327,52256,76,68,cluster6
2339,OR,17.9,49286,53250,974,1528,cluster1
2340,GA,17.8,30138,62264,658,849,cluster8
2341,NC,23.4,20576,33068,339,582,cluster3
2342,UT,8.4,115520,47609,1845,3253,cluster6
2343,IN,18.5,28583,48227,673,1421,cluster1
2344,WA,13.8,42689,39251,724,1156,cluster4
2345,FL,10.9,14723,33418,287,441,cluster4
2346,SD,10.1,5541,36390,60,188,cluster4
2347,SC,18.32,37721,38024,825,1921,cluster7
2348,WA,17.4,59059,43119,708,2377,cluster1
2349,NM,18.3,4431,33570,70,137,cluster7
2350,WA,13.74,11137,51548,188,368,cluster6
2351,MN,7.39,21600,53899,219,335,cluster6
2352,KY,17.3,30956,28503,725,1695,cluster7
2353,MS,27.1,34830,35523,541,1282,cluster3
2354,IN,12.5,10540,39358,114,235,cluster4
2355,KS,14.6,71341,45523,919,3486,cluster1
2356,KS,13.8,3143,38595,43,145,cluster4
2357,WV,15.8,28390,35176,620,1091,cluster7
2358,PA,18.6,208801,42081,4869,7925,cluster7
2359,CA,21,9848011,52595,87577,351687,cluster9
2360,WI,9.2,42968,47442,794,1431,cluster6
2361,GA,25,22422,54503,174,1144,cluster2
2362,MI,10.1,2215,39378,23,52,cluster4
2363,GA,12.43,133355,50501,1094,4776,cluster6
2364,PA,12.65,169882,52505,4169,6568,cluster6
2365,TX,24.2,5329,37515,88,194,cluster3
2366,CO,12.16,10100,46246,246,295,cluster6
2367,CA,20.71,177057,36898,2943,8428,cluster7
2368,TX,20.7,51206,35202,1203,1639,cluster7
2369,WV,21.11,62465,33500,1467,3333,cluster7
2370,KS,15.85,9300,37002,214,425,cluster7
2371,TX,18.3,14036,29915,85,310,cluster7
2372,WV,18.6,7364,40416,90,121,cluster7
2373,AZ,14.4,215686,40562,4850,5666,cluster1
2374,VA,8,12759,49714,239,639,cluster6
2375,LA,30.9,434633,44911,9887,11248,cluster0
2376,IN,13.2,44503,46619,471,769,cluster6
2377,MI,19.8,21234,34595,289,451,cluster7
2378,NC,16.12,39637,42303,466,600,cluster1
2379,PA,5.58,804210,76172,18600,26079,cluster5
2380,TN,15.72,31790,38429,585,1191,cluster7
2381,UT,11.2,10244,51917,69,225,cluster6
2382,VA,16.9,55190,43155,628,1054,cluster1
2383,TX,17.8,8675,32231,118,183,cluster7
2384,WV,23,8680,36122,68,298,cluster3
2385,NY,19.6,62753,46629,1413,1656,cluster1
2386,LA,17.4,14076,31732,88,585,cluster7
2387,ND,41.3,1747,52558,42,94,cluster0
2388,TX,12.7,93964,42272,1637,4732,cluster4
2389,TX,14.45,9386,43896,161,211,cluster1
2390,CO,15.9,545358,67401,8382,29243,cluster8
2391,MT,10.72,1763,43585,29,42,cluster6
2392,MN,10.4,23869,40183,219,359,cluster4
2393,ND,11.07,21062,49519,227,329,cluster6
2394,VT,16.47,27173,39598,186,469,cluster7
2395,IN,17,25079,49551,204,411,cluster1
2396,NE,8.9,5319,44613,29,132,cluster6
2397,GA,34.2,13037,43020,218,622,cluster0
2398,AR,38.6,25901,34322,647,659,cluster0
2399,MS,14.5,30948,25075,379,1202,cluster4
2400,KY,24.87,35823,29870,255,1622,cluster3
2401,OH,18.4,161451,52249,1506,4737,cluster1
2402,MO,24.39,11017,27616,257,563,cluster3
2403,ND,34.9,3028,49656,15,162,cluster0
2404,GA,22.6,14263,28654,246,308,cluster3
2405,MO,20.1,7127,36809,146,197,cluster7
2406,TX,15.1,18353,36638,137,371,cluster4
2407,LA,37.4,354850,36525,2801,8719,cluster0
2408,MD,13.1,621342,39077,14135,25100,cluster4
2409,CA,14.2,178586,44477,1842,6062,cluster1
2410,IL,18.02,201685,42847,3577,6936,cluster1
2411,IN,20.2,23213,41700,413,484,cluster7
2412,ND,12.81,8097,52930,182,238,cluster6
2413,MN,10.32,38671,49482,546,1212,cluster6
2414,MN,9.91,5820,43996,38,128,cluster6
2415,NJ,4.6,787744,51019,11336,26825,cluster6
2416,GA,21.72,9065,34379,56,303,cluster7
2417,KS,10.9,34752,46668,631,1054,cluster6
2418,KS,10,5330,40386,66,133,cluster4
2419,MS,16.57,23332,37848,118,414,cluster7
2420,KY,11.3,17737,62579,119,394,cluster8
2421,MA,16.56,463783,47313,6179,8516,cluster1
2422,SC,12.67,230528,51017,3935,10966,cluster6
2423,IL,15.8,292069,49060,2963,8492,cluster1
2424,ND,11.97,4237,47328,49,116,cluster6
2425,NV,11.49,24637,50620,172,757,cluster6
2426,PA,12.77,352947,50737,8171,18857,cluster6
2427,LA,17.5,16216,36882,335,561,cluster7
2428,LA,24.4,52726,41875,389,994,cluster3
2429,IN,16.6,25599,61587,448,1402,cluster8
2430,NE,9.1,2765,39684,17,150,cluster4
2431,WY,11.3,7082,53665,128,314,cluster6
2432,CT,13.9,901208,74634,10656,34819,cluster5
2433,NY,16.64,134368,40782,1731,7125,cluster1
2434,IL,10.8,50155,53998,815,995,cluster6
2435,CO,11.4,157224,39107,1517,8314,cluster4
2436,MI,14,30104,31882,402,1572,cluster4
2437,MS,21.7,8324,32375,87,265,cluster3
2438,OH,17.8,18994,43791,98,762,cluster1
2439,OH,20.05,36955,40282,395,799,cluster7
2440,SD,4.7,5220,48628,90,287,cluster6
2441,AR,23.7,16904,35279,151,383,cluster3
2442,HI,12.3,189191,49048,2202,4796,cluster6
2443,PA,10.17,44847,46992,488,2271,cluster6
2444,FL,9.5,921319,44819,8220,33983,cluster6
2445,GA,25.9,15054,30925,165,371,cluster3
2446,LA,19.4,210954,48295,3910,8015,cluster1
2447,IA,13.6,14837,56968,187,381,cluster8
2448,MO,15.5,8728,37053,101,429,cluster7
2449,NC,24.02,45307,33377,854,1742,cluster3
2450,OK,14.63,13571,39914,171,598,cluster4
2451,GA,13.59,143925,51851,1031,3168,cluster6
2452,AR,13.5,18892,37907,202,984,cluster4
2453,WY,15.36,13536,41014,79,492,cluster1
2454,KS,15.6,2081,41715,47,87,cluster1
2455,MS,23.73,12552,32022,145,633,cluster3
2456,MD,7.5,145910,51610,1709,5752,cluster6
2457,LA,32.9,8102,25442,85,141,cluster0
2458,TN,26.4,33459,34782,596,1307,cluster3
2459,WI,6.7,17818,43632,380,710,cluster6
2460,IA,13.6,20284,45330,151,1038,cluster1
2461,IL,17.6,18191,42645,182,351,cluster1
2462,KY,29.8,11833,39432,133,416,cluster3
2463,KS,6.39,552991,70665,2779,28744,cluster8
2464,MS,28.06,20456,30243,317,577,cluster3
2465,FL,23.79,249365,39825,2564,11541,cluster3
2466,IL,13.86,186834,49022,3428,10442,cluster1
2467,IN,13.6,8491,50349,100,403,cluster6
2468,PA,12.41,147513,45549,3444,2874,cluster6
2469,TN,17.3,14423,38695,281,448,cluster7
2470,KY,19.19,115517,40026,2538,4081,cluster7
2471,MT,27.6,6565,36562,80,124,cluster3
2472,MS,21.7,25709,33940,185,1425,cluster3
2473,AR,19.9,43163,38771,952,1055,cluster7
2474,MI,12.84,26185,44262,292,1229,cluster4
2475,NE,18.3,552,38097,9,12,cluster7
2476,GA,17.51,21345,40168,320,574,cluster7
2477,NE,13.9,8400,47490,96,183,cluster1
2478,OK,14.2,33168,51767,500,1310,cluster1
2479,MO,15.35,15074,37956,362,727,cluster4
2480,MS,24.5,20654,32355,125,614,cluster3
2481,UT,8.5,59870,61927,414,2480,cluster8
2482,AL,12.5,79233,51013,866,2164,cluster6
2483,AL,24.68,15421,31044,123,457,cluster3
2484,IN,13.11,77336,50823,1180,1807,cluster6
2485,WV,24.2,46123,30856,396,2146,cluster3
2486,LA,21.67,46856,34497,316,1244,cluster7
2487,TX,20.9,969,35683,15,53,cluster7
2488,WA,20.4,72372,45561,1486,3205,cluster2
2489,MS,24.8,33904,28832,270,774,cluster3
2490,NC,10.3,81867,37440,1225,1638,cluster4
2491,AZ,20.3,212637,43397,2263,4919,cluster7
2492,KS,9.7,38869,35407,768,1515,cluster4
2493,IA,9.1,12448,57011,307,673,cluster8
2494,IL,13.6,34323,48005,319,590,cluster1
2495,NY,13.2,59977,50476,349,2536,cluster6
2496,VA,25.04,49973,36370,763,2731,cluster3
2497,KY,19.5,31181,38388,268,603,cluster7
2498,CO,22.7,1238,37600,8,41,cluster3
2499,GA,10.9,185416,49636,2685,7788,cluster6
2500,SC,20.8,39246,32446,764,1325,cluster7
2501,NM,15.4,4603,29659,110,102,cluster7
2502,MN,11.5,30776,46500,757,1472,cluster6
2503,NY,14,75828,43882,918,2278,cluster1
2504,IN,11.1,69356,52886,815,1252,cluster6
2505,VA,8.37,100553,63972,1014,2577,cluster8
2506,VT,8.1,27301,36515,321,1320,cluster4
2507,TX,18.9,431,36236,10,16,cluster7
2508,NE,13.4,5771,48438,125,287,cluster6
2509,LA,20.57,22732,34958,369,1327,cluster7
2510,TN,23.02,25874,31281,633,963,cluster3
2511,MS,24.8,17207,31999,209,842,cluster3
2512,MS,22.01,14917,32453,175,757,cluster3
2513,SD,16.47,14051,39870,272,391,cluster7
2514,TN,21.51,27748,31770,253,1238,cluster3
2515,MN,11.2,57288,50645,1175,3139,cluster6
2516,MN,10.2,33052,48387,441,1758,cluster6
2517,NY,9.81,108525,52367,2490,2608,cluster6
2518,SC,21.1,68139,34103,355,1695,cluster7
2519,UT,13.32,1048985,56166,9502,30042,cluster8
2520,OR,19,1732,52251,22,76,cluster2
2521,UT,7.34,37594,85221,259,1405,cluster5
2522,WV,19.2,41119,36360,482,857,cluster7
2523,NE,12.87,3093,40734,17,53,cluster4
2524,KS,9.9,3240,33134,67,160,cluster4
2525,TX,11.8,8735,55459,131,390,cluster6
2526,OH,15.9,128200,50534,2910,6418,cluster1
2527,VA,23,85181,61778,1993,3881,cluster2
2528,ND,12.5,20463,46466,233,651,cluster6
2529,MS,18.49,10373,34876,122,571,cluster7
2530,MO,25.2,23419,40296,493,1147,cluster3
2531,IN,16.2,42362,46562,431,670,cluster1
2532,IA,13.3,7345,47513,54,233,cluster6
2533,OK,23.7,32199,40076,694,1292,cluster3
2534,TN,20.35,26149,33094,193,599,cluster7
2535,NC,16.6,20136,32168,350,804,cluster7
2536,CA,23.1,12927,52768,252,605,cluster2
2537,MT,16.1,1261,34414,12,35,cluster7
2538,ME,13.75,71482,35572,1359,1251,cluster4
2539,MA,13.4,806163,62318,4083,20137,cluster8
2540,IA,12.6,10540,45383,166,520,cluster6
2541,KY,20.5,13706,41516,171,229,cluster7
2542,TX,14.64,3914,38717,88,107,cluster4
2543,MN,9.25,15540,48344,236,731,cluster6
2544,MA,10.9,15974,56320,374,475,cluster8
2545,KY,16.7,37719,34811,435,993,cluster7
2546,KY,16.6,19057,35428,200,382,cluster7
2547,LA,13.21,6730,54318,109,289,cluster6
2548,GA,21.6,43520,41343,952,983,cluster7
2549,PA,12.4,428937,55960,7484,15180,cluster8
2550,CA,20.1,21321,44981,150,383,cluster1
2551,OH,16.1,68066,37913,1579,3168,cluster7
2552,TX,19.43,24699,38244,597,1249,cluster7
2553,GA,32.7,16923,32107,179,762,cluster0
2554,PA,24,31550,48703,621,818,cluster2
2555,IL,19.91,39627,36610,640,1215,cluster7
2556,NV,14.4,5159,70176,40,77,cluster8
2557,IA,9.32,14939,51560,198,288,cluster6
2558,MS,40.2,7798,24117,112,417,cluster0
2559,ND,9.81,7342,54584,55,152,cluster6
2560,AR,19.36,17781,35268,137,713,cluster7
2561,AR,25.7,45562,34058,567,1488,cluster3
2562,MI,15.17,11037,36393,176,489,cluster4
2563,KS,13.6,1298,50619,20,36,cluster6
2564,AK,24.6,6752,68744,84,174,cluster2
2565,KS,9.9,7977,47892,161,384,cluster6
2566,WA,9.7,240862,57107,1970,4555,cluster8
2567,MI,20.2,11633,34911,291,311,cluster7
2568,TN,17.58,17141,38749,186,569,cluster7
2569,TX,16.9,3480,51003,22,53,cluster1
2570,CA,7,1784642,84627,9001,26887,cluster5
2571,WI,13.1,36909,55154,564,1641,cluster6
2572,NY,14.8,27224,46952,431,895,cluster1
2573,GA,23.3,11378,35681,135,344,cluster3
2574,NC,20.1,162708,49666,2687,8760,cluster2
2575,CO,9.7,7580,53477,148,410,cluster6
2576,GA,8.8,18580,37262,206,297,cluster4
2577,MO,17.08,118435,39359,2056,4847,cluster7
2578,SC,18.5,28679,33981,279,1175,cluster7
2579,KY,33.9,16573,33313,195,362,cluster0
2580,TN,20.1,7795,41823,99,331,cluster7
2581,MS,27.3,59670,36626,1333,2912,cluster3
2582,KY,14.5,12840,37603,200,231,cluster4
2583,OK,22.8,3774,49443,94,118,cluster2
2584,DE,13.44,200330,51060,1412,4532,cluster6
2585,MN,13.6,5944,47616,44,174,cluster1
2586,TX,11.2,286,48003,2,13,cluster6
2587,WA,17.26,43496,41166,491,2157,cluster7
2588,MS,18.9,20290,22536,197,377,cluster7
2589,MS,20,54616,25559,601,893,cluster7
2590,OK,10.1,70760,42255,1536,2350,cluster4
2591,IA,13,20674,49536,239,1013,cluster6
2592,IL,8.4,14327,45314,329,475,cluster6
2593,VA,19.5,99321,42740,1189,3074,cluster7
2594,VA,7.3,17358,40773,195,731,cluster4
2595,KS,14,2560,44563,19,89,cluster1
2596,GA,25.72,45645,30669,1094,2445,cluster3
2597,TX,17.11,132755,40718,2561,5151,cluster1
2598,TX,24.9,153969,58016,1157,2585,cluster2
2599,SD,33.83,3441,31712,25,60,cluster0
2600,FL,17.05,140031,35041,2310,4556,cluster7
2601,WI,12.5,86311,73471,1397,4023,cluster8
2602,WV,20.2,24478,39194,260,804,cluster7
2603,GA,18.99,11735,34820,292,511,cluster7
2604,GA,20.8,21862,36559,296,340,cluster7
2605,GA,25.1,11819,32216,110,260,cluster3
2606,KY,32.22,12751,28880,187,271,cluster0
2607,NC,17.4,52378,43573,347,1323,cluster1
2608,MO,19.92,31170,38112,156,995,cluster7
2609,TX,14.4,12142,34495,144,187,cluster4
2610,IA,10.99,18804,49853,330,641,cluster6
2611,OK,19.79,9780,37882,234,263,cluster7
2612,IL,14.21,113698,46046,2664,2691,cluster1
2613,OK,15.7,4317,37938,55,102,cluster7
2614,MO,19.9,29795,38194,532,763,cluster7
2615,NE,12.83,11032,44250,64,510,cluster4
2616,MO,15.7,13544,31542,173,714,cluster7
2617,MS,24.5,7918,31287,175,131,cluster3
2618,TX,13.2,8983,44064,95,323,cluster1
2619,WY,8.86,44175,69756,306,931,cluster8
2620,OK,19.3,11622,43590,81,521,cluster7
2621,IN,10.8,21380,41106,223,606,cluster4
2622,MI,15.93,608453,50651,3419,9350,cluster1
2623,MT,17.7,6088,39076,62,137,cluster7
2624,IL,14.6,16604,39474,231,902,cluster4
2625,MO,19,12392,28626,140,327,cluster7
2626,AR,21.43,41427,37193,257,715,cluster7
2627,GA,26.1,26630,34395,138,643,cluster3
2628,OK,9.4,14498,33304,347,780,cluster4
2629,WI,14.92,45050,45841,393,912,cluster1
2630,MN,7.29,333140,63799,6812,16362,cluster8
2631,WI,10.1,16853,46348,269,493,cluster6
2632,TX,24.3,4560,38378,33,225,cluster3
2633,WI,15.1,19039,46751,267,544,cluster1
2634,OK,17.11,37799,40378,538,910,cluster7
2635,SC,17,104495,36554,1002,1589,cluster7
2636,IL,14.5,48421,60130,362,803,cluster8
2637,IN,5.7,289495,88429,4463,13294,cluster5
2638,ID,14.1,39211,43580,928,1063,cluster1
2639,NC,27.4,45132,34371,1072,2312,cluster3
2640,OR,21.1,7089,36167,137,323,cluster7
2641,IN,16.9,32558,42990,331,1454,cluster1
2642,NJ,12.09,513241,57261,6723,8610,cluster8
2643,MS,22,28431,25272,221,1124,cluster3
2644,VA,8.6,6998,40250,168,309,cluster4
2645,MO,19.21,16749,33535,275,271,cluster7
2646,CO,14.5,1369,43691,29,29,cluster1
2647,GA,26,72158,52391,512,1288,cluster2
2648,GA,26,18368,35757,240,619,cluster3
2649,FL,11.13,74195,54706,1248,3566,cluster6
2650,NE,8.4,5264,36228,94,242,cluster4
2651,NE,12.07,36142,49139,627,1952,cluster6
2652,KY,21.3,37655,37478,803,993,cluster7
2653,VT,13.8,6394,34947,74,109,cluster4
2654,NM,26.6,128529,45901,2738,3977,cluster2
2655,WA,11.3,74741,40109,785,1580,cluster4
2656,IN,17.7,131417,39449,1490,3129,cluster7
2657,MI,29.32,70622,38154,381,1702,cluster3
