@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute obesity_rate numeric
@attribute diabetes_rate numeric
@attribute excercise_rate numeric
@attribute no_of_hospitals numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
2854,MN,33,9,18,3,cluster5
2855,MN,33,10,0,3,cluster3
2856,MI,41,10,8,3,cluster1
2857,KS,40,10,0,3,cluster1
2858,KS,42,12,12,3,cluster6
2859,VA,35,11,9,6,cluster2
2860,MN,33,8,11,3,cluster8
2861,GA,42,15,5,3,cluster7
2862,AL,32,8,14,3,cluster8
2863,PA,28,9,14,21,cluster5
2864,MO,38,9,9,3,cluster3
2865,NH,32,9,8,6,cluster5
2866,MI,31,8,10,6,cluster5
2867,MS,41,15,0,3,cluster7
2868,MS,40,14,6,3,cluster0
2869,MN,38,10,8,3,cluster1
2870,CA,31,9,0,0,cluster5
2871,CA,31,7,13,3,cluster8
2872,LA,30,10,11,0,cluster5
2873,UT,28,9,10,3,cluster5
2874,IL,33,9,5,3,cluster3
2875,VA,33,11,9,0,cluster2
2876,WV,41,16,0,3,cluster7
2877,TN,39,12,0,0,cluster6
2878,CA,31,10,9,12,cluster5
2879,OK,38,13,0,3,cluster0
2880,LA,38,11,6,3,cluster1
2881,WV,33,13,12,12,cluster2
2882,WA,35,10,8,3,cluster3
2883,VT,30,7,0,0,cluster8
2884,TX,28,8,6,18,cluster5
2885,SD,37,12,18,3,cluster2
2886,KS,43,11,0,3,cluster1
2887,FL,29,13,8,6,cluster2
2888,KY,38,13,0,3,cluster0
2889,CO,27,7,0,0,cluster9
2890,MI,37,11,9,3,cluster1
2891,ID,29,9,8,0,cluster5
2892,MT,39,12,0,0,cluster6
2893,NE,41,15,14,6,cluster7
2894,NY,32,8,15,3,cluster8
2895,GA,35,11,6,3,cluster2
2896,FL,36,12,0,0,cluster2
2897,ND,38,9,0,0,cluster3
2898,GA,36,11,7,0,cluster2
2899,WV,39,13,7,6,cluster0
2900,TX,38,10,0,0,cluster1
2901,OH,36,10,7,6,cluster3
2902,IA,35,8,13,3,cluster8
2903,NC,37,14,7,3,cluster0
2904,OH,31,12,12,12,cluster2
2905,IA,27,5,6,6,cluster9
2906,TN,41,13,10,6,cluster6
2907,IA,37,8,3,6,cluster8
2908,IA,36,8,0,3,cluster8
2909,VA,36,8,10,3,cluster8
2910,IL,33,10,0,0,cluster3
2911,ID,35,9,5,3,cluster3
2912,TX,32,9,4,15,cluster5
2913,WA,31,11,10,6,cluster2
2914,PA,36,10,12,6,cluster3
2915,PA,34,10,12,12,cluster3
2916,IN,40,11,13,3,cluster1
2917,AZ,30,10,7,3,cluster5
2918,NE,33,11,0,6,cluster2
2919,TX,38,10,0,0,cluster1
2920,KY,35,11,5,3,cluster2
2921,LA,43,14,0,0,cluster7
2922,SC,44,16,0,3,cluster7
2923,TX,33,10,7,12,cluster3
2924,MO,39,11,11,3,cluster1
2925,IA,33,10,0,3,cluster3
2926,IN,36,10,4,3,cluster3
2927,KY,41,13,0,0,cluster6
2928,AL,47,15,6,3,cluster7
2929,VA,36,12,13,0,cluster2
2930,TX,34,11,0,3,cluster2
2931,CO,19,5,47,3,cluster9
2932,IL,38,9,5,3,cluster3
2933,NM,32,9,7,3,cluster5
2934,WI,34,8,10,9,cluster8
2935,MO,37,9,21,3,cluster3
2936,AR,38,11,8,3,cluster1
2937,IA,38,9,8,3,cluster3
2938,TX,36,9,0,3,cluster3
2939,GA,30,9,8,12,cluster5
2940,GA,34,9,12,0,cluster3
2941,RI,23,7,17,6,cluster9
2942,OK,40,11,0,3,cluster1
2943,PA,39,11,18,0,cluster1
2944,AR,39,12,5,3,cluster6
2945,IL,36,10,15,6,cluster3
2946,VA,35,10,11,3,cluster3
2947,OK,37,12,13,3,cluster2
2948,SC,39,12,5,0,cluster6
2949,WV,41,14,0,0,cluster0
2950,TN,35,11,10,6,cluster2
2951,NY,35,8,4,3,cluster8
2952,AR,42,12,4,0,cluster6
2953,PA,35,10,3,3,cluster3
2954,AR,41,11,7,0,cluster1
2955,AL,35,12,15,6,cluster2
2956,TX,34,10,9,3,cluster3
2957,WY,27,7,0,3,cluster9
2958,NY,37,9,7,3,cluster3
2959,TX,36,12,0,3,cluster2
2960,TN,38,11,6,3,cluster1
2961,OH,41,12,6,6,cluster6
2962,ND,30,8,9,6,cluster5
2963,TX,35,11,0,0,cluster2
2964,IL,37,11,4,6,cluster1
2965,MO,39,10,4,3,cluster1
2966,MD,31,9,11,6,cluster5
2967,NY,33,9,5,3,cluster3
2968,IN,36,10,4,3,cluster3
2969,LA,42,12,0,6,cluster6
2970,OK,36,12,8,3,cluster2
2971,TX,38,11,7,3,cluster1
2972,CA,29,9,22,6,cluster5
2973,KS,35,10,0,3,cluster3
2974,AR,34,10,8,3,cluster3
2975,WI,34,9,0,3,cluster3
2976,ID,32,10,3,6,cluster3
2977,MT,37,8,0,0,cluster8
2978,OK,36,10,10,6,cluster3
2979,IA,34,9,13,3,cluster3
2980,MT,31,8,0,0,cluster8
2981,ND,32,10,0,3,cluster3
2982,IN,34,12,0,0,cluster2
2983,WA,36,9,7,12,cluster3
2984,MN,33,9,0,3,cluster3
2985,OR,36,11,18,3,cluster2
2986,CO,20,6,11,18,cluster9
2987,VA,38,12,0,3,cluster6
2988,NC,28,10,16,9,cluster5
2989,KS,37,10,0,3,cluster3
2990,NE,34,11,0,3,cluster2
2991,MO,39,11,9,0,cluster1
2992,FL,26,9,8,63,cluster5
2993,TX,34,10,0,0,cluster3
2994,NC,35,10,15,3,cluster3
2995,NC,27,10,10,3,cluster5
2996,CT,26,7,11,6,cluster9
2997,IA,34,8,24,3,cluster8
2998,NY,36,10,23,3,cluster4
2999,NC,39,12,0,3,cluster6
3000,TX,27,8,7,21,cluster5
3001,OH,40,11,6,0,cluster1
3002,TX,36,10,9,0,cluster3
3003,NY,32,8,5,3,cluster8
3004,IA,33,9,11,3,cluster3
3005,KS,36,10,0,6,cluster3
3006,VA,35,11,8,0,cluster2
3007,VA,32,11,12,3,cluster2
3008,NJ,31,8,17,6,cluster5
3009,WI,34,8,9,3,cluster8
3010,TX,33,13,10,3,cluster2
3011,TX,34,10,11,3,cluster3
3012,PA,37,11,12,3,cluster1
3013,IL,32,9,18,0,cluster5
3014,WY,35,7,5,3,cluster8
3015,VA,35,14,7,3,cluster0
3016,VA,38,10,4,3,cluster1
3017,ND,45,14,0,6,cluster7
3018,ID,37,11,0,3,cluster1
3019,OH,36,11,8,3,cluster2
3020,TX,36,13,0,0,cluster0
3021,TN,39,12,7,3,cluster6
3022,MI,38,11,6,0,cluster1
3023,OK,39,12,5,3,cluster6
3024,MO,36,10,12,3,cluster3
3025,TX,36,11,4,6,cluster2
3026,NC,37,14,15,6,cluster0
3027,MI,36,11,19,3,cluster2
3028,VA,33,10,12,0,cluster3
3029,OH,38,11,8,3,cluster1
3030,MI,39,11,11,3,cluster1
3031,TX,33,10,3,3,cluster3
3032,SD,41,9,15,3,cluster1
3033,MI,43,14,8,0,cluster7
3034,TX,35,8,11,6,cluster8
3035,OR,33,12,0,0,cluster2
3036,MT,34,10,0,3,cluster3
3037,WA,36,10,0,6,cluster3
3038,CA,23,8,17,9,cluster9
3039,ME,32,9,7,3,cluster5
3040,MT,32,10,0,3,cluster3
3041,IL,32,9,12,0,cluster5
3042,AR,33,9,10,9,cluster3
3043,WI,39,10,8,3,cluster1
3044,LA,43,14,0,0,cluster7
3045,TX,38,13,5,0,cluster0
3046,VA,36,11,13,3,cluster2
3047,MO,35,11,0,0,cluster2
3048,CA,23,7,13,15,cluster9
3049,OH,36,11,14,6,cluster2
3050,WA,30,8,9,12,cluster5
3051,NM,28,7,4,3,cluster9
3052,WV,37,14,0,3,cluster0
3053,AR,41,12,0,3,cluster6
3054,TX,38,10,0,3,cluster1
3055,MN,33,9,6,3,cluster3
3056,MT,33,8,0,3,cluster8
3057,TX,39,12,0,3,cluster6
3058,CA,34,10,11,12,cluster3
3059,NY,31,9,14,9,cluster5
3060,KS,43,10,0,0,cluster1
3061,MN,34,9,0,3,cluster3
3062,AL,37,14,16,6,cluster0
3063,FL,34,14,8,3,cluster0
3064,LA,35,11,11,3,cluster2
3065,FL,32,14,7,6,cluster0
3066,MO,42,13,0,0,cluster6
3067,LA,45,14,0,0,cluster7
3068,TX,40,11,8,6,cluster1
3069,NC,29,12,11,3,cluster2
3070,MN,37,9,20,9,cluster3
3071,MS,40,14,3,6,cluster0
3072,WY,29,10,44,3,cluster4
3073,MN,32,9,0,6,cluster3
3074,VA,42,13,3,0,cluster6
3075,MT,25,8,0,0,cluster9
3076,VA,36,11,9,0,cluster2
3077,IN,35,9,18,3,cluster3
3078,IN,35,11,7,3,cluster2
3079,TX,37,9,6,3,cluster3
3080,AR,40,12,0,0,cluster6
3081,LA,36,14,8,12,cluster0
3082,SD,35,9,0,0,cluster3
3083,GA,39,12,0,0,cluster6
3084,SC,41,15,0,3,cluster7
3085,AL,37,14,6,9,cluster0
3086,KS,39,10,0,0,cluster1
3087,MS,36,13,5,6,cluster0
3088,OH,33,11,10,6,cluster2
3089,CO,27,7,26,3,cluster9
3090,OH,36,11,10,3,cluster2
3091,PA,36,12,9,6,cluster2
3092,IA,37,9,8,3,cluster3
3093,WV,41,14,0,3,cluster0
3094,VA,34,11,5,0,cluster2
3095,IL,33,9,24,0,cluster4
3096,OK,36,12,7,3,cluster2
3097,MI,35,8,10,3,cluster8
3098,IN,36,13,0,3,cluster0
3099,CT,26,7,16,3,cluster9
3100,VA,39,12,0,3,cluster6
3101,IL,32,8,9,0,cluster8
3102,NY,34,9,18,0,cluster3
3103,OH,40,10,2,3,cluster1
3104,MA,26,9,14,27,cluster5
3105,UT,27,6,9,6,cluster9
3106,ND,33,10,0,3,cluster3
3107,MO,33,9,15,6,cluster5
3108,TX,39,10,0,3,cluster1
3109,IL,33,10,12,6,cluster3
3110,TX,37,11,0,0,cluster1
3111,SD,35,11,0,6,cluster2
3112,VT,25,7,16,3,cluster9
3113,AR,39,13,0,0,cluster0
3114,CO,28,6,0,0,cluster9
3115,MT,33,8,14,0,cluster8
3116,OK,36,16,2,3,cluster7
3117,TX,34,10,0,3,cluster3
3118,TX,32,11,9,9,cluster2
3119,IN,34,10,4,3,cluster3
3120,SD,35,9,0,0,cluster3
3121,AR,37,11,6,6,cluster1
3122,FL,36,14,16,3,cluster0
3123,AL,48,19,8,0,cluster7
3124,NC,39,13,4,3,cluster0
3125,AR,43,12,0,3,cluster6
3126,SD,33,10,0,0,cluster3
3127,GA,40,14,0,3,cluster0
3128,WI,34,8,11,9,cluster8
3129,OH,37,10,5,6,cluster3
3130,MO,38,12,0,0,cluster6
3131,IL,38,10,0,0,cluster1
3132,WA,34,12,0,3,cluster2
3133,CO,23,5,11,0,cluster9
3134,KS,39,9,14,3,cluster3
3135,MN,35,9,6,3,cluster3
3136,WI,32,10,6,3,cluster3
3137,GA,39,10,5,3,cluster1
3138,TN,39,14,0,3,cluster0
3139,ND,37,10,51,3,cluster4
3140,GA,33,11,7,3,cluster2
3141,PA,39,10,14,6,cluster1
3142,SC,38,13,3,3,cluster0
3143,IN,35,12,12,3,cluster2
3144,TX,36,11,7,9,cluster2
3145,MO,38,12,11,0,cluster6
3146,MI,38,10,19,3,cluster1
3147,KY,41,13,0,0,cluster6
3148,TX,40,12,0,6,cluster6
3149,VA,33,10,66,0,cluster4
3150,LA,40,14,9,6,cluster0
3151,VT,22,6,17,3,cluster9
3152,LA,39,11,11,12,cluster1
3153,IA,34,9,0,3,cluster3
3154,ID,34,7,10,3,cluster8
3155,MI,40,13,22,0,cluster0
3156,NY,32,9,13,9,cluster5
3157,OH,35,10,11,6,cluster3
3158,IN,35,10,0,3,cluster3
3159,SD,30,9,8,3,cluster5
3160,OK,34,11,0,3,cluster2
3161,OR,29,10,14,3,cluster5
3162,KY,37,12,14,3,cluster2
3163,NE,33,10,0,3,cluster3
3164,ND,30,7,15,6,cluster8
3165,WI,32,10,8,27,cluster5
3166,MO,40,11,5,3,cluster1
3167,ID,39,9,13,0,cluster3
3168,AL,52,19,0,3,cluster7
3169,MI,37,11,7,3,cluster1
3170,KY,34,11,15,6,cluster2
3171,TN,39,13,0,3,cluster0
3172,TX,37,12,0,6,cluster6
3173,GA,39,12,0,3,cluster6
3174,NC,37,12,4,3,cluster2
3175,MO,39,10,10,9,cluster1
3176,SD,35,10,0,3,cluster3
3177,PA,30,10,16,48,cluster5
3178,NY,33,9,12,9,cluster5
3179,SC,40,12,4,3,cluster6
3180,OH,38,10,3,6,cluster1
3181,SD,35,9,0,0,cluster3
3182,KS,34,11,16,3,cluster2
3183,NJ,34,10,24,6,cluster4
3184,IL,34,10,13,15,cluster3
3185,GA,37,10,14,3,cluster3
3186,SD,50,13,39,0,cluster6
3187,NJ,24,8,19,15,cluster9
3188,LA,38,12,0,0,cluster6
3189,OH,34,11,10,3,cluster2
3190,TN,39,13,7,3,cluster0
3191,SC,35,10,11,3,cluster3
3192,OR,33,10,0,0,cluster3
3193,IN,35,9,11,6,cluster3
3194,KY,42,15,7,6,cluster7
3195,KY,33,10,10,3,cluster3
3196,WA,40,10,6,3,cluster1
3197,TN,41,12,3,3,cluster6
3198,OK,40,11,0,3,cluster1
3199,IN,38,13,0,3,cluster0
3200,CO,19,5,13,6,cluster9
3201,WI,33,8,11,6,cluster8
3202,GA,37,11,5,0,cluster1
3203,OH,35,11,7,0,cluster2
